Date,Open_IONQ,High_IONQ,Low_IONQ,Close_IONQ,"Osc(5,15)_IONQ",Sig(9)_IONQ,Diff_IONQ,Volume_IONQ,UBB(2) - Upper Band_IONQ,BollMA (20) - Moving Average_IONQ,LBB(2) - Lower Band_IONQ,BollW - Bandwith_IONQ,%B_IONQ,RSI - Relative Strength Index_IONQ,Ichimoku - Conversion Line_IONQ,Ichimoku - Base(26)_IONQ,Ichimoku - Lag Line(26)_IONQ,Ichimoku  - Leading Span 1(26)_IONQ,Ichimoku  - Leading Span 2_IONQ,Stochastics - %DS(5)_IONQ,Stochastics - %DSS(3)_IONQ,Williams%R - WLPR(14)_IONQ,Directional Movement Index +DMI_IONQ,Directional Movement Index -DMI_IONQ,Directional Movement Index - ADX_IONQ,"Moving Average - MACD(12,26)_IONQ",Moving Average Signal Line - Sig(9)_IONQ,Moving Average Diff_IONQ,Average True Range - ATR(5)_IONQ,Rate of Change - ROC (1) on_IONQ,Open_VIX_INDEX,High_VIX_INDEX,Low_VIX_INDEX,Close_VIX_INDEX,SMAVG (50)_VIX_INDEX,SMAVG (100)_VIX_INDEX,SMAVG (200)_VIX_INDEX,Open_SPX,High_SPX,Low_SPX,Close_SPX,SMAVG (50)_SPX,SMAVG (100)_SPX,SMAVG (200)_SPX,Volume_SPX,SMAVG (15)_SPX
3/30/2023,5.2,5.35,5.04,5.08,0.166,0.0158,0.1502,4.318M,5.1825,4.8515,4.5205,13.6434,0.8452,55.1337,4.98,4.865,5.9,5.0525,4.52,58.8939,53.7516,-27.8351,24.6379,14.6475,15.2636,-0.2558,0.5622,0.0575,0.029,0.0285,19.12,20.08,18.85,19.02,20.72,21.24,23.69,4046.74,4057.85,4032.1,4050.83,4016.63,3969.86,3933.68,535.941M,895.126M
3/29/2023,4.82,5.14,4.8,5.13,0.1347,-0.0064,0.141,3.383M,5.1513,4.8355,4.5197,13.0623,0.9663,56.239,4.9225,4.8075,5.57,5.0525,4.52,53.8045,49.268,-12.2807,21.4925,15.7164,14.4816,-0.2369,0.5828,0.0437,0.0219,0.0218,19.39,19.45,19.09,19.12,20.75,21.3,23.75,3999.53,4030.59,3999.53,4027.81,4014.19,3966.55,3932.18,626.882M,905.262M
3/28/2023,5.12,5.13,4.65,4.7,0.0433,-0.0276,0.071,4.004M,5.1085,4.81,4.5115,12.4101,0.3157,47.8975,4.9225,4.8075,5.41,5.0525,4.52,48.5565,44.7983,-62.5731,23.5377,17.3887,14.4014,-0.4778,0.5376,0.0202,0.0164,0.0038,20.53,21.4,19.91,19.97,20.78,21.35,23.81,3974.13,3979.2,3951.53,3971.27,4013.45,3963.87,3931.54,510.305M,899.404M
3/27/2023,4.94,5.235,4.84,5.12,0.0613,-0.0379,0.0993,3.742M,5.108,4.812,4.516,12.3031,1.0202,57.909,4.9225,4.8075,5.31,5.0037,4.52,45.4431,41.1567,-13.4503,26.3813,14.7074,14.3535,-0.2613,0.5492,0.0338,0.0155,0.0184,22.05,22.93,20.57,20.6,20.76,21.4,23.87,3982.93,4003.83,3970.49,3977.53,4014.01,3962.72,3931.77,640.358M,906.816M
3/24/2023,4.84,4.955,4.745,4.88,-0.028,-0.0437,0.0157,2.343M,5.0575,4.7875,4.5175,11.2774,0.6713,52.6584,4.845,4.985,5.49,5.0912,4.52,40.3952,37.4226,-38.2716,21.8549,16.2032,13.2721,-0.3922,0.5474,0.0079,0.0109,-0.003,22.11,25.21,21.6,21.74,20.74,21.45,23.93,3939.21,3972.74,3909.16,3970.99,4014.12,3961.66,3932.47,686.692M,904.975M
3/23/2023,4.72,5.08,4.71,4.84,-0.068,-0.0351,-0.0329,3.365M,5.0542,4.772,4.4898,11.8293,0.6205,51.7265,4.73,5.015,5.51,5.0863,4.52,37.6319,34.4687,-44.5783,23.0102,17.0597,13.1507,-0.4176,0.5436,-0.0008,0.0116,-0.0124,21.54,24.91,20.16,22.61,20.67,21.49,23.97,3959.21,4007.66,3919.05,3948.72,4014.09,3960.97,3933.41,761.871M,900.406M
3/22/2023,4.88,4.98,4.65,4.65,-0.0707,-0.0184,-0.0522,2.518M,5.0496,4.769,4.4884,11.7661,0.2879,47.1365,4.68,5.015,5.55,5.0863,4.52,34.2408,31.8205,-67.4699,22.9828,18.966,13.02,-0.5131,0.542,-0.0079,0.0147,-0.0226,21.8,22.38,19.94,22.26,20.6,21.52,24.02,4002.04,4039.49,3936.17,3936.97,4013.5,3959.55,3934.28,692.853M,890.307M
3/21/2023,4.65,4.94,4.63,4.87,-0.0447,0.0036,-0.0483,5.128M,5.0498,4.7745,4.4992,11.5313,0.6735,52.5041,4.785,5.015,5.4,4.9975,4.52,31.5334,30.1514,-40.9639,23.9225,20.607,13.285,-0.4127,0.5256,0.0025,0.0204,-0.0179,24.16,24.16,21.29,21.38,20.57,21.56,24.08,3975.89,4009.08,3971.19,4002.87,4012.61,3958.49,3935.14,815.755M,884.516M
3/20/2023,4.72,4.7589,4.61,4.61,-0.052,0.0152,-0.0672,2.31M,5.0406,4.763,4.4854,11.6552,0.2244,45.7212,4.785,5.015,5.51,4.98,4.52,29.6874,29.317,-72.2892,21.2182,22.4072,13.7341,-0.5338,0.5174,-0.0067,0.0248,-0.0315,27.77,28.91,24,24.15,20.56,21.6,24.11,3917.47,3956.62,3916.89,3951.57,4010.45,3957.05,3936.01,809.318M,895.207M
3/17/2023,4.82,4.89,4.635,4.73,-0.0333,0.0183,-0.0516,2.666M,5.0492,4.7765,4.5038,11.4188,0.4147,48.702,4.785,5.015,5.84,4.9625,4.52,29.2335,29.8618,-57.8313,22.0243,22.6206,14.581,-0.4832,0.5697,0.0082,0.0327,-0.0245,22.92,26.14,22.58,25.51,20.51,21.63,24.12,3958.69,3958.91,3901.27,3916.64,4007.58,3955.51,3936.75,2.635B,878.121M
3/16/2023,4.77,4.88,4.68,4.8,-0.0567,0.0153,-0.0719,1.842M,5.1527,4.804,4.4553,14.5185,0.4943,50.4848,4.795,5.015,6.25,4.9525,4.52,29.0302,31.2152,-49.3976,23.4406,22.9405,15.5998,-0.4572,0.5755,0.0149,0.0388,-0.0239,26.19,27.49,22.97,22.99,20.43,21.65,24.11,3878.93,3964.46,3864.11,3960.28,4006.31,3953.87,3937.83,933.059M,742.69M
3/15/2023,4.64,4.8,4.63,4.77,-0.0493,0.009,-0.0584,2.366M,5.354,4.8465,4.339,20.9419,0.4246,49.7528,4.795,5.015,6.1,4.9213,4.52,31.3218,32.5419,-53.0121,22.627,24.0676,16.7169,-0.4748,0.6024,0.0161,0.0448,-0.0287,23.21,29.91,23.19,26.14,20.42,21.71,24.12,3876.74,3894.26,3838.24,3891.93,4003.58,3950.92,3938.82,999.772M,721.795M
3/14/2023,4.77,4.93,4.73,4.79,0.0093,-0.0057,0.015,2.361M,5.3674,4.8575,4.3476,20.9942,0.4338,50.2123,4.795,5.19,6.28,4.8479,4.52,33.2937,32.6484,-50.6024,23.5398,22.6654,17.7655,-0.4723,0.6033,0.0204,0.052,-0.0316,26.85,27.24,22.27,23.73,20.33,21.74,24.11,3894.01,3937.29,3873.63,3919.29,4002.54,3948.96,3939.65,935.068M,696.368M
3/13/2023,4.47,4.79,4.38,4.71,0.0493,-0.0293,0.0786,3.784M,5.3716,4.8625,4.3534,20.9403,0.3502,48.4436,4.795,5.19,6.4,4.6854,4.38,33.0103,31.3656,-60.241,21.4969,23.8202,18.9865,-0.5106,0.6093,0.0236,0.0599,-0.0363,24.05,30.81,23.85,26.52,20.32,21.8,24.12,3835.12,3905.05,3808.86,3855.76,4001.14,3946.96,3939.95,1.01B,679.485M
3/10/2023,4.83,4.84,4.49,4.56,0.082,-0.0581,0.1401,3.783M,5.3725,4.8675,4.3625,20.7487,0.1955,45.0446,4.835,5.23,6.55,4.6104,4.305,31.6414,28.7119,-86.6667,23.5756,23.5292,20.0526,-0.5767,0.6144,0.0355,0.069,-0.0335,23.34,28.97,21.79,24.8,20.22,21.84,24.11,3912.77,3934.05,3846.32,3861.59,3999.68,3945.19,3940.38,833.96M,656.995M
3/9/2023,5.05,5.19,4.77,4.83,0.128,-0.0977,0.2257,3.3M,5.3662,4.874,4.3818,20.1951,0.4553,50.6229,4.835,5.2,6.71,4.19,4.335,29.4452,25.3179,-50.6667,25.5326,18.8415,21.5875,-0.4755,0.5894,0.0654,0.0774,-0.012,19.33,23.14,18.88,22.61,20.15,21.9,24.11,3998.66,4017.81,3908.7,3918.32,3999.04,3942.4,3940.94,687.977M,641.728M
3/8/2023,4.97,5.15,4.864,5.06,0.0593,-0.1433,0.2027,2.136M,5.393,4.889,4.385,20.6185,0.6696,56.1204,4.835,5.2,6.82,4.1275,4.655,25.0492,22.1473,-46.9027,28.1351,18.4807,22.0882,-0.3919,0.5672,0.0751,0.0804,-0.0053,19.71,20.01,19,19.11,20.14,21.98,24.13,3987.55,4000.41,3969.76,3992.01,3997.57,3939.92,3940.85,539.008M,633.236M
3/7/2023,4.96,5.13,4.82,4.94,-0.024,-0.1724,0.1484,2.225M,5.4051,4.8935,4.3819,20.9092,0.5454,53.6836,4.835,5.2,6.59,4.1275,4.655,21.4594,20.1948,-59.6639,29.5915,19.7539,22.1942,-0.4449,0.567,0.063,0.0817,-0.0187,18.64,19.74,18.51,19.59,20.19,22.1,24.17,4048.26,4050,3980.31,3986.37,3994.18,3935.77,3940.4,621.493M,637.067M
3/6/2023,5.07,5.21,4.9,4.93,-0.0607,-0.1727,0.112,2.334M,5.476,4.917,4.358,22.7361,0.5116,53.4837,4.835,5.2,6.78,4.1275,4.655,19.9333,19.6895,-60.5042,31.7962,19.3029,22.3679,-0.4551,0.5751,0.0589,0.0864,-0.0275,19.05,19.19,18.49,18.61,20.22,22.22,24.2,4055.15,4078.49,4044.61,4048.42,3992.02,3931.79,3940.08,612.74M,635.716M
3/3/2023,4.8,5.05,4.785,5.03,-0.1127,-0.1614,0.0487,2.406M,5.5596,4.9455,4.3314,24.8354,0.5688,55.7165,4.755,5.1525,6.85,4.1112,4.655,19.1916,20.9711,-52.1008,30.3233,20.7376,22.2078,-0.4237,0.5653,0.0537,0.0933,-0.0395,19.76,19.76,18.16,18.49,20.29,22.36,24.24,3998.02,4048.29,3995.17,4045.64,3987.48,3927.43,3940.29,618.166M,635.882M
3/2/2023,4.54,4.77,4.46,4.76,-0.182,-0.1375,-0.0445,2.182M,5.6264,4.9685,4.3106,26.4846,0.3416,50.5396,4.83,5.1307,6.81,4.05,4.655,19.9437,24.3892,-74.7899,25.7524,22.1688,22.472,-0.5313,0.5564,0.0363,0.1032,-0.0669,21.41,21.42,19.55,19.59,20.32,22.51,24.29,3938.68,3990.84,3928.16,3981.35,3982.92,3923.37,3940.1,610.374M,640.654M
3/1/2023,4.76,4.77,4.56,4.62,-0.2027,-0.1045,-0.0981,1.927M,5.6264,4.9685,4.3106,26.4846,0.2352,47.5896,5.05,5.1307,6.66,4.05,4.655,23.7779,29.5213,-90.3509,27.6464,21.4268,23.6254,-0.5885,0.5532,0.0409,0.1199,-0.079,20.39,21.32,20.22,20.58,20.36,22.65,24.34,3963.34,3971.73,3939.05,3951.39,3980.34,3921,3940.31,605.99M,643.365M
2/28/2023,4.65,4.82,4.595,4.74,-0.21,-0.0769,-0.1331,1.745M,5.6408,4.9595,4.2782,27.4736,0.3389,49.9613,5.08,5.1307,7.07,3.99,4.655,29.446,35.6323,-79.8246,28.9874,21.6577,24.4678,-0.5489,0.5508,0.0605,0.1396,-0.0792,21.3,21.37,20.1,20.7,20.39,22.77,24.38,3977.19,3997.5,3968.98,3970.15,3979.23,3919.32,3940.2,976.127M,648.023M
2/27/2023,4.6,4.67,4.58,4.63,-0.2747,-0.0515,-0.2232,1.413M,5.6552,4.9455,4.2358,28.6993,0.2777,47.7446,5.08,5.07,6.15,4.0062,4.655,35.3399,41.9152,-89.4737,27.0769,22.7559,25.2366,-0.5928,0.5925,0.0724,0.1594,-0.0871,21.99,22.02,20.68,20.95,20.43,22.87,24.42,3992.36,4018.05,3973.55,3982.24,3979.73,3917.53,3940.03,553.023M,622.283M
2/24/2023,4.6,4.7,4.51,4.57,-0.2827,-0.0113,-0.2714,2.327M,5.6631,4.9385,4.2139,29.344,0.2457,46.5451,5.08,5.005,6.15,3.9837,4.655,42.111,47.3758,-95.9732,27.6556,23.2423,26.5109,-0.6164,0.5836,0.0977,0.1812,-0.0835,21.35,22.9,21.32,21.67,20.47,22.97,24.46,3973.24,3978.25,3943.08,3970.04,3980.48,3914.49,3940.12,603.608M,634.449M
2/23/2023,4.87,4.9,4.6101,4.78,-0.202,0.0443,-0.2463,2.381M,5.6647,4.937,4.2093,29.481,0.3921,50.2972,5.1,5.005,5.08,3.9662,4.655,48.2947,50.7268,-84.1437,29.2215,22.4591,27.8832,-0.5482,0.5732,0.1347,0.2021,-0.0674,21.96,22.43,20.89,21.14,20.46,23.04,24.51,4018.6,4028.3,3969.19,4012.32,3980.89,3910.65,3940.23,619.624M,650.556M
2/22/2023,4.68,4.78,4.5501,4.76,-0.0267,0.1097,-0.1364,2.515M,5.6727,4.923,4.1733,30.458,0.3913,49.9403,5.1,5.005,5.13,3.9188,4.655,51.7218,52.0778,-85.5231,28.4932,23.8028,29.0216,-0.5592,0.5651,0.1586,0.2189,-0.0603,23.03,23.63,22.02,22.29,20.49,23.12,24.54,4001.83,4017.37,3976.9,3991.05,3979.33,3906.93,3940.78,618.374M,661.99M
2/21/2023,4.87,4.92,4.615,4.64,0.0407,0.1784,-0.1377,2.905M,5.6831,4.907,4.1309,31.6343,0.328,47.8543,5.1325,4.9725,4.7,3.9063,4.655,52.1639,52.4531,-85,29.8064,23.5988,30.5641,-0.6048,0.5944,0.1888,0.234,-0.0452,21.8,23.34,21.8,22.87,20.54,23.19,24.56,4052.35,4052.35,3995.19,3997.34,3978.78,3904.21,3941.56,681.82M,684.057M
2/17/2023,5.17,5.1999,4.8,4.88,0.1027,0.2382,-0.1356,3.684M,5.6881,4.9,4.1119,32.1668,0.4873,51.8683,5.1575,4.85,5.12,3.8063,4.655,52.3478,53.3951,-70,31.6006,21.3682,32.021,-0.531,0.5592,0.2369,0.2453,-0.0084,20.94,21.3,19.82,20.02,20.56,23.39,24.64,4077.39,4081.51,4047.95,4079.09,3977.51,3900.71,3943.08,672.641M,678.061M
2/16/2023,5.48,5.59,5.26,5.28,0.1147,0.2813,-0.1667,3.491M,5.6981,4.873,4.0479,33.8645,0.7466,59.6059,5.3325,4.85,4.88,3.77,4.655,52.8475,55.9405,-45,34.6484,14.1862,32.9982,-0.4071,0.5608,0.2703,0.2474,0.0229,18.26,20.27,18.23,20.17,20.61,23.49,24.71,4114.75,4136.54,4089.49,4090.41,3974.76,3896.47,3943.56,604.959M,675.038M
2/15/2023,5,5.65,5,5.65,0.046,0.3094,-0.2634,5.545M,5.6917,4.81,3.9283,36.6594,0.9764,68.3658,5.3325,4.84,4.84,3.7675,4.655,54.9898,60.7285,-21.875,37.3675,15.2995,32.3134,-0.2958,0.548,0.2683,0.2417,0.0267,19.37,19.41,18.11,18.23,20.65,23.61,24.77,4119.5,4148.11,4103.98,4147.6,3972.92,3892.5,3943.88,560.59M,675.334M
2/14/2023,4.76,5.07,4.67,4.99,0.0187,0.3334,-0.3147,3.956M,5.5679,4.7375,3.9071,35.0572,0.652,58.1875,5.3325,4.84,4.65,3.8375,4.655,59.9842,67.2189,-59.587,30.2622,17.4517,31.5758,-0.5103,0.5848,0.2243,0.235,-0.0107,20.72,20.75,18.48,18.91,20.71,23.75,24.85,4126.7,4159.77,4095.01,4136.13,3971.41,3888.6,3943.81,596.475M,678.794M
2/13/2023,4.87,4.91,4.6801,4.89,0.0873,0.3514,-0.2641,2.522M,5.5438,4.7055,3.8672,35.6315,0.61,56.205,5.2,4.795,4.87,3.78,4.655,67.2115,74.1288,-63.8481,29.425,18.952,31.9395,-0.5459,0.6215,0.2319,0.2377,-0.0058,21.66,21.69,20.33,20.34,20.71,23.86,24.91,4096.62,4138.9,4092.67,4137.29,3970.22,3885.14,3944.56,601.224M,671.427M
2/10/2023,4.72,4.94,4.68,4.81,0.2173,0.363,-0.1457,2.747M,5.5248,4.6815,3.8382,36.0263,0.5762,54.6062,5.2,4.76,4.61,3.7638,4.655,74.461,80.0171,-68.4498,30.84,19.8634,32.7311,-0.5747,0.6262,0.2485,0.2391,0.0094,20.74,21.94,20.44,20.53,20.7,23.93,24.96,4068.92,4094.36,4060.79,4090.46,3969.07,3882.32,3944.8,615.231M,672.41M
2/9/2023,5.21,5.22,4.665,4.69,0.3867,0.3649,0.0218,4.729M,5.5277,4.6435,3.7593,38.0834,0.5263,52.1742,5.2,4.725,4.73,3.7925,4.655,80.7138,84.0713,-75.3523,32.4802,20.9198,33.5836,-0.6146,0.6084,0.2743,0.2368,0.0375,19.24,21.08,19.02,20.71,20.7,24.01,24.99,4144.25,4156.23,4069.67,4081.5,3966.42,3880.42,3945.22,689.749M,686.823M
2/8/2023,5.15,5.48,5.1,5.13,0.5913,0.3539,0.2374,3.321M,5.5492,4.602,3.6548,41.1665,0.7787,63.8145,5.2,4.705,4.8,3.7925,4.655,84.8766,85.9975,-46.7742,36.3079,14.1486,34.5016,-0.4909,0.5847,0.3153,0.2274,0.0879,18.88,20.12,18.55,19.63,20.72,24.07,25.03,4153.47,4156.85,4111.67,4117.86,3964.06,3878.34,3946.29,651.034M,684.913M
2/7/2023,5.44,5.44,4.95,5.15,0.5793,0.3232,0.2561,5.827M,5.5104,4.536,3.5616,42.9648,0.8151,64.4211,5.1525,4.69,4.77,3.8125,4.655,86.6236,86.3608,-42.7136,38.3959,15.2945,33.7773,-0.4913,0.5949,0.3183,0.2054,0.1129,19.54,19.99,18.43,18.66,20.77,24.13,25.1,4105.35,4176.54,4088.39,4164,3962.23,3876.17,3947.06,675.865M,686.438M
2/6/2023,5.8,6,5.34,5.41,0.4907,0.2891,0.2016,9.932M,5.4496,4.469,3.4884,43.885,0.9798,72.772,5.1307,4.565,4.79,3.8275,4.655,86.4922,86.0596,-29.6483,42.5193,8.3896,33.0658,-0.4222,0.6445,0.3155,0.1772,0.1383,19.23,19.81,19.21,19.43,,,,4119.57,4124.63,4093.38,4111.08,3959.49,3873.99,3948.21,590.027M,686.597M
2/3/2023,5.26,5.72,5.22,5.5,0.3673,0.2659,0.1014,4.767M,5.3118,4.387,3.4622,42.1626,1.1017,75.936,4.9907,4.38,4.71,3.885,4.655,85.9666,85.7968,-12.8655,42.5341,9.6913,30.4523,-0.4027,0.6422,0.2809,0.1426,0.1383,18.57,19.3,17.93,18.33,20.83,24.28,25.22,4136.69,4182.36,4123.36,4136.48,3957.34,3872.21,3949.95,735.516M,685.525M
2/2/2023,4.93,5.57,4.9039,5.49,0.262,0.2618,0.0002,7.545M,5.1214,4.294,3.4666,38.5371,1.2228,75.8275,4.9158,4.305,4.56,3.9663,4.66,85.7199,85.4838,-4.9231,44.0697,10.8787,27.9574,-0.4118,0.6663,0.2234,0.108,0.1154,17.74,19.25,17.06,18.73,20.87,24.36,25.29,4158.68,4195.44,4141.88,4179.76,3953.61,3871.95,3951.58,845.21M,678.652M
2/1/2023,4.45,4.79,4.4,4.76,0.1807,0.2744,-0.0938,4.175M,4.8758,4.2,3.5242,32.1815,0.9143,65.1972,4.465,3.915,4.83,4.1389,4.7702,85.704,85.0517,-2.7523,32.2692,13.3367,25.4615,-0.6255,0.6809,0.1478,0.0792,0.0686,19.62,20.04,17.7,17.87,20.92,24.44,25.36,4070.07,4148.95,4037.2,4119.21,3949.33,3870.82,3952.64,791.135M,665.024M
1/31/2023,4.5,4.575,4.4215,4.44,0.192,0.2987,-0.1067,2.491M,4.8326,4.135,3.4374,33.7403,0.7186,57.6089,4.37,3.885,5.06,4.2762,4.815,85.0276,84.5114,-28.1553,29.7006,14.8354,24.2267,-0.7226,0.6733,0.1235,0.0621,0.0615,20.12,20.7,19.13,19.4,21.01,24.5,25.41,4020.85,4077.16,4020.44,4076.6,3945.87,3869.69,3954.01,949.382M,649.052M
1/30/2023,4.47,4.59,4.4,4.46,0.234,0.325,-0.091,2.273M,4.8285,4.0855,3.3425,36.3729,0.752,58.3472,4.37,3.885,4.94,4.5688,4.9475,84.4235,84.0093,-25.7143,30.9726,15.4707,23.5228,-0.7234,0.6858,0.1233,0.0467,0.0766,19.76,20.25,19.54,19.94,21.09,24.54,25.45,4049.27,4063.85,4015.55,4017.77,3943.52,3868.72,3955.86,591.871M,630.322M
1/27/2023,4.48,4.565,4.43,4.49,0.288,0.3447,-0.0567,4.103M,4.7978,4.0395,3.2812,37.5456,0.797,59.4077,4.37,3.885,4.93,4.5688,4.9475,84.0831,83.278,-22.8572,32.5761,15.4542,22.7647,-0.7213,0.7145,0.1192,0.0275,0.0916,18.9,19,17.97,18.51,21.17,24.57,25.47,4053.72,4094.21,4048.7,4070.56,3943,3867.63,3957.76,627.302M,635.011M
1/26/2023,4.63,4.68,4.305,4.54,0.3147,0.3536,-0.0389,3.11M,4.7985,3.971,3.1435,41.6784,0.8438,61.1271,4.3375,3.885,5.03,4.5763,4.955,83.5214,82.3196,-16.6667,33.7282,16.0008,21.7737,-0.7132,0.716,0.1091,0.0046,0.1045,19.05,19.48,18.67,18.73,21.28,24.63,25.47,4036.08,4061.57,4013.29,4060.43,3940.73,3866.17,3959.47,609.401M,635.351M
1/25/2023,4.31,4.54,4.2615,4.5,0.2727,0.3506,-0.0779,1.583M,4.7656,3.899,3.0324,44.4536,0.8467,60.273,4.215,3.885,4.76,4.6438,5.0225,82.2295,80.9098,-19.0083,33.3664,17.607,20.7064,-0.7301,0.6975,0.0896,-0.0215,0.1111,19.56,20.9,18.99,19.08,21.39,24.72,25.49,3982.71,4019.55,3949.06,4016.22,3939.38,3865.23,3961.6,612.496M,642.825M
1/24/2023,4.46,4.73,4.37,4.44,0.282,0.3457,-0.0637,1.795M,4.697,3.839,2.981,44.6989,0.8502,59.0187,4.215,3.885,4.62,4.7325,5.075,81.2079,78.4819,-22.6562,35.8479,16.019,19.921,-0.7534,0.698,0.0675,-0.0493,0.1167,19.89,20.47,18.91,19.2,21.49,24.79,25.5,4001.74,4023.92,3989.79,4016.95,3938.18,3864.62,3964.02,485.96M,646.072M
1/23/2023,4.51,4.62,4.365,4.5,0.33,0.3354,-0.0054,3.86M,4.62,3.7855,2.951,44.0915,0.9281,60.8012,4.15,3.83,4.74,4.8975,5.22,79.2919,74.098,-9.9173,36.3667,17.5892,18.5125,-0.7427,0.7004,0.0443,-0.0784,0.1228,20.21,20.33,19.55,19.81,21.55,24.85,25.52,3978.14,4039.31,3971.64,4019.81,3932.81,3864.31,3966.35,615.965M,647.784M
1/20/2023,4.24,4.44,4.14,4.34,0.376,0.3116,0.0644,3.701M,4.5129,3.745,2.9771,41.0076,0.8874,57.6328,4.115,3.8975,4.63,5.0175,5.27,74.9458,67.8325,-17.9417,34.2396,18.9292,17.2595,-0.7943,0.69,0.0081,-0.1091,0.1172,20.28,20.7,19.41,19.85,21.63,24.91,25.53,3909.04,3972.96,3897.86,3972.61,3928.98,3864.42,3968.87,831.431M,637.832M
1/19/2023,4.09,4.15,4.01,4.02,0.3993,0.274,0.1253,1.8M,4.4312,3.7135,2.9958,38.6535,0.7135,50.1496,4.07,3.8975,4.57,5.0382,5.2908,68.0565,60.5287,-37.3195,30.1074,21.1764,16.3721,-0.8911,0.6677,-0.0221,-0.1384,0.1163,20.43,21.71,20.17,20.52,21.75,24.97,25.55,3911.84,3922.94,3885.54,3898.85,3925.66,3865.27,3971.92,661.097M,611.608M
1/18/2023,4.4,4.5499,4.2,4.2,0.4287,0.2253,0.2034,2.383M,4.4013,3.6975,2.9937,38.0682,0.857,55.2464,4.035,3.8975,4.78,5.0382,5.2908,60.4952,53.1626,-23.1737,31.6876,17.0393,16.2919,-0.8476,0.6632,-0.0276,-0.1675,0.1399,19.28,20.58,18.71,20.34,21.85,25.02,25.57,4002.25,4014.16,3926.59,3928.86,3923.1,3868.27,3975.16,673.912M,597.534M
1/17/2023,4.4,4.43,4.195,4.35,0.4107,0.1567,0.254,3.102M,4.3505,3.6805,3.0105,36.4097,0.9996,59.962,3.94,3.8975,4.76,5.0382,5.2908,53.0344,46.2992,-5.7554,31.4333,18.7194,15.2327,-0.8125,0.6513,-0.0526,-0.2025,0.1499,19.89,20.22,19.21,19.36,21.93,25.08,25.58,3999.28,4015.39,3984.57,3990.97,3918.92,3870.39,3978.17,678.251M,579.779M
1/13/2023,3.97,4.42,3.945,4.41,0.368,0.0724,0.2956,4.058M,4.265,3.6585,3.052,33.1579,1.1195,61.9253,3.915,3.8975,4.64,5.0382,5.2908,45.9581,40.394,-0.7247,33.2141,19.946,14.4544,-0.8024,0.6561,-0.099,-0.2399,0.1409,19,19.41,18.01,18.35,22.15,25.17,25.6,3960.6,4003.95,3947.67,3999.09,3914.29,3871.77,3981.22,573.948M,575.841M
1/12/2023,3.9,4.05,3.7,4.05,0.288,-0.0183,0.3063,2.987M,4.2151,3.6495,3.0839,30.9978,0.854,53.4301,3.715,3.8975,4.88,5.0475,5.3,39.9051,35.3531,0,26.9488,22.7429,13.6464,-0.9095,0.641,-0.1629,-0.2752,0.1122,21.56,21.8,18.83,18.83,22.3,25.21,25.61,3977.57,3997.76,3937.56,3983.17,3911.43,3873.16,3984.39,632.425M,576.172M
1/11/2023,3.91,3.99,3.78,3.86,0.2287,-0.1105,0.3392,2.698M,4.277,3.663,3.049,33.5266,0.6604,47.7126,3.57,3.97,5.28,5.1875,5.3952,35.3188,30.6168,-15.4639,29.8087,22.7307,14.045,-0.9693,0.6193,-0.2055,-0.3032,0.0977,20.8,21.25,20.62,21.09,22.44,25.26,25.61,3932.35,3970.07,3928.54,3969.61,3909.21,3875.61,3987.35,640.79M,574.365M
1/10/2023,3.83,3.859,3.68,3.81,0.1893,-0.1988,0.3881,2.285M,4.3976,3.6935,2.9894,38.1285,0.5827,46.0955,3.525,4.01,5.65,5.22,5.3952,30.8355,25.7127,-20.6186,27.7618,24.1592,14.0891,-0.9895,0.625,-0.2375,-0.3276,0.0902,22.22,22.46,20.58,20.58,22.54,25.29,25.61,3888.57,3919.83,3877.29,3919.25,3907.84,3878.75,3990.21,551.554M,576.049M
1/9/2023,3.89,4.01,3.785,3.81,0.116,-0.2787,0.3947,3.358M,4.5095,3.727,2.9445,41.9915,0.553,46.0955,3.525,4.15,4.99,5.22,5.3952,25.6963,20.6483,-20.6186,29.2149,22.3533,14.6391,-0.9955,0.7638,-0.2697,-0.3502,0.0804,21.75,21.98,21.27,21.97,22.64,25.29,25.61,3910.82,3950.57,3890.42,3892.09,3905.6,3882.3,3993.22,668.428M,704.675M
1/6/2023,3.68,3.78,3.59,3.77,0.0373,-0.3487,0.386,1.729M,4.6415,3.7675,2.8935,46.3968,0.5014,44.9204,3.41,4.15,4.89,5.195,5.3952,20.6062,15.6624,-21.5054,24.5709,23.9116,14.7417,-1.0134,0.7747,-0.307,-0.3703,0.0633,22.69,22.9,21,21.13,22.75,25.27,25.59,3823.37,3906.19,3809.56,3895.08,3904.37,3886.43,3996.04,662.21M,713.102M
1/5/2023,3.55,3.69,3.52,3.64,-0.0393,-0.4096,0.3702,1.883M,4.7066,3.7965,2.8864,47.9467,0.414,41.0417,3.3775,4.15,4.81,5.3125,5.3952,15.6425,11.1782,-48.2758,23.3396,25.2031,15.771,-1.0554,0.7559,-0.346,-0.3861,0.0401,22.2,22.92,21.97,22.46,22.87,25.25,25.58,3839.74,3839.74,3802.42,3808.1,3903.65,3890.45,3999.12,632.402M,718.999M
